0	0
0.001	15.817
0.001	36.491
0.002	60.289
0.003	85.762
0.004	113.653
0.005	142.259
0.005	170.245
0.006	197.387
0.007	221.026
0.007	242.938
0.008	264.961
0.009	286.254
0.009	306.567
0.01	326.077
0.01	343.902
0.011	360.76
0.011	377.332
0.012	394.558
0.012	413.264
0.013	433.111
0.013	453.609
0.014	474.836
0.015	496.18
0.015	518.434
0.016	539.703
0.016	559.548
0.017	578.443
0.018	596.334
0.018	613.721
0.019	631.896
0.019	649.699
0.02	666.703
0.02	682.632
0.021	696.902
0.021	710.837
0.022	725.028
0.022	740.211
0.023	756.353
0.023	773.697
0.024	791.305
0.024	809.449
0.025	828.151
0.026	847.098
0.026	865.637
0.027	882.618
0.027	898.291
0.028	913.145
0.028	927.201
0.029	940.751
0.029	954.345
0.03	968.346
0.03	981.385
0.031	992.803
0.031	1003.794
0.032	1014.507
0.032	1026.06
0.033	1039.535
0.033	1053.845
0.034	1069.002
0.035	1084.981
0.035	1101.837
0.036	1119.97
0.036	1138.06
0.037	1154.975
0.038	1170.933
0.038	1185.515
0.039	1199.297
0.039	1212.58
0.04	1226.032
0.04	1239.758
0.041	1253.147
0.041	1265.372
0.042	1276.786
0.042	1287.943
0.043	1299.577
0.043	1312.348
0.044	1326.213
0.044	1340.527
0.045	1355.525
0.046	1371.089
0.046	1388.305
0.047	1405.651
0.047	1422.044
0.048	1436.476
0.049	1450.222
0.049	1464.216
0.05	1477.434
0.05	1490.783
0.051	1503.883
0.051	1516.101
0.052	1527.518
0.052	1538.288
0.052	1548.378
0.053	1558.815
0.053	1570.605
0.054	1582.99
0.054	1596.401
0.055	1610.461
0.056	1625.599
0.056	1641.431
0.057	1657.266
0.058	1672.948
0.058	1688.314
0.059	1702.833
0.059	1716.095
0.06	1729.118
0.06	1741.816
0.061	1755.405
0.061	1768.61
0.062	1780.486
0.062	1791.46
0.063	1802.153
0.063	1812.995
0.064	1823.372
0.064	1835.834
0.065	1848.909
0.065	1862.271
0.066	1876.64
0.067	1892.174
0.067	1908.23
0.068	1924.253
0.069	1939.189
0.069	1952.411
0.07	1964.954
0.07	1977.352
0.071	1989.234
0.071	2001.397
0.072	2014.021
0.072	2025.866
0.073	2036.809
0.073	2047.061
0.074	2057.458
0.074	2068.383
0.075	2079.96
0.075	2092.56
0.076	2104.89
0.076	2117.832
0.077	2132.421
